
SFM001,2,4,310681,250,5,0,0,1,03,22,1,3,1,4,,,,0,6,1,0,0,0,0,0,1,2,1,,1,2,4,2,,4,2,,1,1,2,1,,1,2,4,2,,4,2,,2,1,2,20,310681,1,,,3,0,2,0,0,48,0,0,2,0,0,0,0,0,0,,,,0,,,,,,,雞二節翅
SFM001,2,4,310084,0,5,0,0,1,03,22,1,3,1,4,,,,0,6,0,0,0,0,0,0,1,2,1,,1,2,4,2,,4,2,,1,1,2,1,,1,2,4,2,,4,2,,2,1,2,20,310084,1,,,3,0,2,0,1,0,138,0,0,0,0,0,0,0,0,,,,0,,,,,,,土雞骨腿切塊－解凍肉
SFM001,2,4,310691,330,5,0,0,1,03,22,1,3,1,4,,,,0,6,1,0,0,0,0,0,1,2,1,,1,2,4,2,,4,2,,1,1,2,1,,1,2,4,2,,4,2,,2,1,2,20,310691,1,,,3,0,2,0,0,58,0,0,2,0,0,0,0,0,0,,,,0,,,,,,,雞小腿
SFM001,2,4,310781,0,5,0,0,1,03,22,1,3,1,4,,,,0,6,1,0,0,0,0,0,1,2,1,,1,2,4,2,,4,2,,1,1,2,1,,1,2,4,2,,4,2,,2,1,2,20,310781,1,,,3,0,2,0,1,0,70,0,2,0,0,0,0,0,0,,,,0,,,,,,,雞胸肉去皮
SFM001,2,4,310905,0,5,0,0,1,03,22,1,3,1,4,,,,0,6,0,0,0,0,0,0,1,2,1,,1,2,4,2,,4,2,,1,1,2,1,,1,2,4,2,,4,2,,2,1,2,20,310905,1,,,3,0,2,0,1,0,135,0,0,0,0,0,0,0,0,,,,0,,,,,,,雲林土雞切塊－解凍肉
SFM001,2,4,310911,0,5,0,0,1,03,22,1,3,1,4,,,,0,6,0,0,0,0,0,0,1,2,1,,1,2,4,2,,4,2,,1,1,2,1,,1,2,4,2,,4,2,,2,1,2,20,310911,1,,,3,0,2,0,1,0,138,0,0,0,0,0,0,0,0,,,,0,,,,,,,烏骨雞切塊－解凍肉
SFM001,2,4,310951,0,5,0,0,1,03,22,1,3,1,4,,,,0,6,1,0,0,0,0,0,1,2,1,,1,2,4,2,,4,2,,1,1,2,1,,1,2,4,2,,4,2,,2,1,2,20,310951,1,,,3,0,2,0,1,0,99,0,2,0,0,0,0,0,0,,,,0,,,,,,,雞胸帶骨切塊
SFM001,2,4,311601,1000,5,0,0,1,08,22,1,3,1,4,,,,0,6,1,0,0,0,0,0,1,2,1,,1,2,4,2,,4,2,,1,1,2,1,,1,2,4,2,,4,2,,2,1,2,20,311601,1,,,3,0,2,0,0,50,0,0,2,0,0,0,0,0,0,,,,0,,,,,,,雞胸骨
SFM001,2,4,310098,0,5,0,0,1,03,22,1,3,1,4,,,,0,6,0,0,0,0,0,0,1,2,1,,1,2,4,2,,4,2,,1,1,2,1,,1,2,4,2,,4,2,,2,1,2,20,310098,1,,,3,0,2,0,1,0,75,0,0,0,0,0,0,0,0,,,,0,,,,,,,益之豬蒜泥白肉片
SFM001,2,4,310108,0,5,0,0,1,03,22,1,3,1,4,,,,0,6,1,0,0,0,0,0,1,2,1,,1,2,4,2,,4,2,,1,1,2,1,,1,2,4,2,,4,2,,2,1,2,20,310108,1,,,3,0,2,0,1,0,95,0,2,0,0,0,0,0,0,,,,0,,,,,,,益之豬里肌火鍋肉片
SFM001,2,4,310109,0,5,0,0,1,03,22,1,3,1,4,,,,0,6,1,0,0,0,0,0,1,2,1,,1,2,4,2,,4,2,,1,1,2,1,,1,2,4,2,,4,2,,2,1,2,20,310109,1,,,3,0,2,0,1,0,78,0,2,0,0,0,0,0,0,,,,0,,,,,,,益之豬里肌炒肉片
SFM001,2,4,310118,0,5,0,0,1,03,22,1,3,1,4,,,,0,6,1,0,0,0,0,0,1,2,1,,1,2,4,2,,4,2,,1,1,2,1,,1,2,4,2,,4,2,,2,1,2,20,310118,1,,,3,0,2,0,1,0,98,0,2,0,0,0,0,0,0,,,,0,,,,,,,益之豬梅花火鍋肉片
SFM001,2,4,310119,0,5,0,0,1,03,22,1,3,1,4,,,,0,6,1,0,0,0,0,0,1,2,1,,1,2,4,2,,4,2,,1,1,2,1,,1,2,4,2,,4,2,,2,1,2,20,310119,1,,,3,0,2,0,1,0,85,0,2,0,0,0,0,0,0,,,,0,,,,,,,益之豬梅花炒肉片
SFM001,2,4,310128,0,5,0,0,1,03,22,1,3,1,4,,,,0,6,1,0,0,0,0,0,1,2,1,,1,2,4,2,,4,2,,1,1,2,1,,1,2,4,2,,4,2,,2,1,2,20,310128,1,,,3,0,2,0,1,0,95,0,2,0,0,0,0,0,0,,,,0,,,,,,,益之豬五花火鍋肉片
SFM001,2,4,310210,0,5,0,0,1,03,22,1,3,1,4,,,,0,6,1,0,0,0,0,0,1,2,1,,1,2,4,2,,4,2,,1,1,2,1,,1,2,4,2,,4,2,,2,1,2,20,310210,1,,,3,0,2,0,1,0,85,0,2,0,0,0,0,0,0,,,,0,,,,,,,益之豬梅花炒肉絲
