CS,1,213809,041900,59,48,59,5,DD,DDDD,DDDD,1,0,0,,0,03,202138090000,,3,0,,,0,,,,,,,
CS,1,213809,751500,59,48,59,2,DD,DDDD,DDDD,1,0,0,,0,03,202138090000,,3,0,,,0,,,,,,,
CS,1,213809,043600,59,48,59,1,DD,DDDD,DDDD,1,0,0,,0,03,202138090000,,3,0,,,0,,,,,,,
CS,1,213809,043700,59,48,59,3,DD,DDDD,DDDD,1,0,0,,0,03,202138090000,,3,0,,,0,,,,,,,
CS,1,213809,831500,59,48,59,3,DD,DDDD,DDDD,1,0,0,,0,03,202138090000,,3,0,,,0,,,,,,,
CS,1,213809,832000,59,48,59,2,DD,DDDD,DDDD,1,0,0,,0,03,202138090000,,3,0,,,0,,,,,,,
CS,1,213809,752100,59,48,59,3,DD,DDDD,DDDD,1,0,0,,0,03,202138090000,,3,0,,,0,,,,,,,
CS,1,213809,030100,59,48,59,2,DD,DDDD,DDDD,1,0,0,,0,03,202138090000,,3,0,,,0,,,,,,,
CS,1,213809,033900,59,48,59,3,DD,DDDD,DDDD,1,0,0,,0,03,202138090000,,3,0,,,0,,,,,,,
CS,1,213809,036300,59,48,59,2,DD,DDDD,DDDD,1,0,0,,0,03,202138090000,,3,0,,,0,,,,,,,
CS,1,213809,037600,59,48,59,4,DD,DDDD,DDDD,1,0,0,,0,03,202138090000,,3,0,,,0,,,,,,,
CS,1,213809,039500,59,48,59,4,DD,DDDD,DDDD,1,0,0,,0,03,202138090000,,3,0,,,0,,,,,,,
CS,1,213809,033800,59,48,59,4,DD,DDDD,DDDD,1,0,0,,0,03,202138090000,,3,0,,,0,,,,,,,
CS,1,213809,042000,59,48,59,2,DD,DDDD,DDDD,1,0,0,,0,03,202138090000,,3,0,,,0,,,,,,,
CS,1,213809,302300,59,48,59,5,DD,DDDD,DDDD,1,0,0,,0,03,202138090000,,3,0,,,0,,,,,,,
CS,1,213809,842800,59,48,59,2,DD,DDDD,DDDD,1,0,0,,0,03,202138090000,,3,0,,,0,,,,,,,
