
SFM006,2,1,請冷藏於2℃至5℃以下
SFM006,2,2,請冷藏於７℃以下
SFM006,2,3,請冷凍於-18℃以下
SFM006,2,4,常溫保存
SFM006,2,5,保存於15-18℃
SFM006,2,6,保存於35-40℃
SFM006,2,7,冷藏2-5℃ 基因改造
SFM006,2,8,常溫保存 基因改造
SFM006,2,9,冷藏2-5℃ 非基因改造
SFM006,2,10,常溫保存 非基因改造
SFM006,2,11,請冷藏於7℃以下 冷藏肉
SFM006,2,12,請冷藏於7℃以下 解凍肉
SFM006,2,13,冷凍－１８℃以下 基改
SFM006,2,14,冷藏2-5℃ 急凍
SFM006,2,15,請冷藏於7℃以下 基改
SFM006,2,16,冷藏7℃以下 急凍
SFM006,2,17,冷凍－１８℃以下 急凍
