0001:,0002:,0021:,0022:,0108:,0111:,0109:,0110:,0106:,0107:,0124:,0138:,3048:,0129:,2863:,2864:,0039:,0137:,0139:,0062:,0050:,0051:,0052:,0053:,0054:,0119:,0024:,0025:,0026:,0028:,0029:,0030:,0032:,0031:,0033:,2865:,2866:,2867:,2868:,2869:,2870:,2871:,2872:,2873:,2874:,2875:,2876:,2877:,2878:,2879:,2880:,2881:,0112:,0113:,0115:,0116:,0117:,0120:,0122:,0049:,0047:,0048:,0063:,0101:,0102:,0103:,0134:,0042:,0135:,2930:,0043:,0136:,2931:,0046:,2938:,2939:,2940:,3060:,2945:,2946:,2947:,2948:,2949:,2949:,0090:
SFM001,2,4,311514,400,5,0,0,1,08,22,1,3,1,4,,,,0,6,1,0,0,0,0,0,1,2,1,,1,2,4,2,,4,2,,1,1,2,1,,1,2,4,2,,4,2,,2,1,2,20,311514,1,,,3,0,2,0,0,305,0,0,2,0,0,0,0,0,0,,,,0,,,,,,,豬胸排骨切塊
