0001:,0002:,0600:,0601:,0602:,0611:,8002:,1231:,0607:,0605:,2968:,2969:,2970:,2971:,2972:,2973:,2974:,2975:,2976:,3070:,3071:,3072:,3073:,3074:,3075:,0604:,0613:,0620:,2979:,0615:,0674:,0618:,0619:,0614:,0616:,0623:
RFD100,0,1,1,214161,1,16041901,166,0,1,20160525,102831,20160525,104211,100,12,,,,20160525,,20160527,,,,830900,0,1,1,240,,0,0,107,256,1000
RFD100,0,1,1,214161,1,16041901,167,0,1,20160525,102831,20160525,104211,100,12,,,,20160525,,20160527,,,,831300,0,2,1,240,,0,0,122,292,2000
RFD100,0,1,1,214161,1,16041901,168,0,1,20160525,102831,20160525,104211,100,12,,,,20160525,,20160527,,,,831400,0,8,2,240,,0,0,694,1661,8000
RFD100,0,1,1,214161,1,16041901,169,0,1,20160525,102831,20160525,104211,100,12,,,,20160525,,20160527,,,,831500,0,3,1,240,,0,0,217,520,3000
RFD100,0,1,1,214161,1,16041901,170,0,1,20160525,102831,20160525,104211,100,12,,,,20160525,,20160527,,,,832000,0,2,1,240,,0,0,182,436,2000
RFD100,0,1,1,214161,1,16041901,171,0,1,20160525,102831,20160525,104211,100,12,,,,20160525,,20160527,,,,832100,0,1,1,240,,0,0,68,163,1000
RFD100,0,1,1,214161,1,16041901,172,0,1,20160525,102831,20160525,104211,100,12,,,,20160525,,20160527,,,,832200,0,2,1,240,,0,0,88,211,2000
RFD100,0,1,1,214161,1,16041901,173,0,1,20160525,102831,20160525,104211,100,12,,,,20160525,,20160527,,,,840100,0,2,1,240,,0,0,128,307,2000
RFD100,0,1,1,214161,1,16041901,174,0,1,20160525,102831,20160525,104211,100,12,,,,20160525,,20160527,,,,840200,0,2,1,240,,0,0,144,345,2000
RFD100,0,1,1,214161,1,16041901,175,0,1,20160525,102831,20160525,104211,100,12,,,,20160525,,20160527,,,,840600,0,3,1,240,,0,0,319,764,3000
RFD100,0,1,1,214161,1,16041901,176,0,1,20160525,102831,20160525,104211,100,12,,,,20160525,,20160527,,,,841100,0,2,1,240,,0,0,110,263,2000
RFD100,0,1,1,214161,1,16041901,177,0,1,20160525,102831,20160525,104211,100,12,,,,20160525,,20160527,,,,841200,0,2,1,240,,0,0,106,253,2000
RFD100,0,1,1,214161,1,16041901,178,0,1,20160525,102831,20160525,104211,100,12,,,,20160525,,20160527,,,,841300,0,1,1,240,,0,0,64,153,1000
RFD100,0,1,1,214161,1,16041901,179,0,1,20160525,102831,20160525,104211,100,12,,,,20160525,,20160527,,,,841500,0,2,1,240,,0,0,102,244,2000
RFD100,0,1,1,214161,1,16041901,180,0,1,20160525,102831,20160525,104211,100,12,,,,20160525,,20160527,,,,841600,0,1,1,240,,0,0,59,141,1000
RFD100,0,1,1,214161,1,16041901,181,0,1,20160525,102831,20160525,104211,100,12,,,,20160525,,20160527,,,,841700,0,2,1,240,,0,0,122,292,2000
RFD100,0,1,1,214161,1,16041901,182,0,1,20160525,102831,20160525,104211,100,12,,,,20160525,,20160527,,,,841900,0,1,1,240,,0,0,102,244,1000
RFD100,0,1,1,214161,1,16041901,183,0,1,20160525,102831,20160525,104211,100,12,,,,20160525,,20160527,,,,842100,0,2,1,240,,0,0,226,542,2000
RFD100,0,1,1,214161,1,16041901,184,0,1,20160525,102831,20160525,104211,100,12,,,,20160525,,20160527,,,,842200,0,2,1,240,,0,0,143,342,2000
RFD100,0,1,1,214161,1,16041901,185,0,1,20160525,102831,20160525,104211,100,12,,,,20160525,,20160527,,,,842300,0,2,1,240,,0,0,158,378,2000
RFD100,0,1,1,214161,1,16041901,186,0,1,20160525,102831,20160525,104211,100,12,,,,20160525,,20160527,,,,842600,0,2,1,240,,0,0,229,548,2000
RFD100,0,1,1,214161,1,16041901,187,0,1,20160525,102831,20160525,104211,100,12,,,,20160525,,20160527,,,,842700,0,2,1,240,,0,0,87,208,2000
RFD100,0,1,1,214161,1,16041901,188,0,1,20160525,102831,20160525,104211,100,12,,,,20160525,,20160527,,,,842800,0,1,1,240,,0,0,64,153,1000
RFD100,0,1,1,214161,1,16041901,189,0,1,20160525,102831,20160525,104211,100,12,,,,20160525,,20160527,,,,843000,0,2,1,240,,0,0,121,289,2000
