CS,1,214549,250800,550,350,550,3,DD,DDDD,DDDD,0,0,0,1,0,03,202145490000,,3,0,,,0,,,,,,,
CS,1,226065,250800,220,145,220,3,DD,DDDD,DDDD,0,0,0,,0,03,202260650000,,5,0,,,0,,,,,,,
CS,1,215121,250800,85,58,85,2,DD,DDDD,DDDD,1,0,0,,0,03,202151210000,,3,0,,,0,,,,,,,
CS,1,213849,250800,320,248,320,5,DD,DDDD,DDDD,0,0,0,,0,03,202138490000,,3,0,,,0,,,,,,,
CS,1,222031,250800,79,62,79,2,DD,DDDD,DDDD,1,0,0,,0,03,202220310000,,3,0,,,0,,,,,,,
CS,1,211121,250800,58,39,58,5,DD,DDDD,DDDD,1,0,0,,0,03,202111210000,,4,0,,,0,,,,,,,
CS,1,214053,250800,320,255,320,2,DD,DDDD,DDDD,0,0,0,,0,03,202140530000,,3,0,,,0,,,,,,,
CS,1,214544,250800,520,400,520,5,DD,DDDD,DDDD,0,0,0,1,0,03,202145440000,,3,0,,,0,,,,,,,
CS,1,213871,250800,59,42,59,2,DD,DDDD,DDDD,1,0,0,,0,03,202138710000,,3,0,,,0,,,,,,,
CS,1,214121,250800,510,477,510,18,DD,DDDD,DDDD,0,0,0,1,0,03,202141210000,,3,0,,,0,,,,,,,
CS,1,214197,250800,260,200,260,2,DD,DDDD,DDDD,0,0,0,,0,03,202141970000,,3,0,,,0,,,,,,,
CS,1,211111,250800,58,39,58,2,DD,DDDD,DDDD,1,0,0,,0,03,202111110000,,4,0,,,0,,,,,,,
CS,1,214533,250800,109,83,109,2,DD,DDDD,DDDD,1,0,0,,0,03,202145330000,,3,0,,,0,,,,,,,
CS,1,226020,250800,42,29,42,3,DD,DDDD,DDDD,1,0,0,,0,03,202260200000,,5,0,,,0,,,,,,,
CS,1,226067,250800,200,145,200,2,DD,DDDD,DDDD,0,0,0,,0,03,202260670000,,5,0,,,0,,,,,,,
CS,1,226142,250800,50,35,50,3,DD,DDDD,DDDD,1,0,0,,0,03,202261420000,,5,0,,,0,,,,,,,
CS,1,214141,250800,108,83,108,2,DD,DDDD,DDDD,1,0,0,,0,03,202141410000,,3,0,,,0,,,,,,,
CS,1,214179,250800,200,150,200,1,DD,DDDD,DDDD,0,0,0,,0,03,202141790000,,3,0,,,0,,,,,,,
CS,1,214549,250800,550,350,550,3,DD,DDDD,DDDD,0,0,0,1,0,03,202145490000,,3,0,,,0,,,,,,,
CS,1,226065,250800,220,145,220,3,DD,DDDD,DDDD,0,0,0,,0,03,202260650000,,5,0,,,0,,,,,,,
CS,1,215121,250800,85,58,85,2,DD,DDDD,DDDD,1,0,0,,0,03,202151210000,,3,0,,,0,,,,,,,
CS,1,213849,250800,320,248,320,5,DD,DDDD,DDDD,0,0,0,,0,03,202138490000,,3,0,,,0,,,,,,,
CS,1,222031,250800,79,62,79,2,DD,DDDD,DDDD,1,0,0,,0,03,202220310000,,3,0,,,0,,,,,,,
CS,1,211121,250800,58,39,58,5,DD,DDDD,DDDD,1,0,0,,0,03,202111210000,,4,0,,,0,,,,,,,
CS,1,310664,250800,89,79,89,25,DD,1,DDDD,1,0,0,,0,03,203106640000,,3,0,,,0,,,,,,,
CS,1,310905,250800,155,110,155,2,DD,DDDD,DDDD,1,0,0,,0,03,203109050000,,3,0,,,0,,,,,,,
CS,1,311511,250800,45,25,45,3,DD,1,DDDD,1,0,0,,0,03,203115110000,,3,0,,,0,,,,,,,
