CS,9,215121,025700,75,59,75,8,DD,DDDD,DDDD,1,0,0,,0,03,202151210000,,3,0,,,0,,,,,,,
CS,7,215121,251900,75,59,75,3,DD,DDDD,DDDD,1,0,0,,0,03,202151210000,,3,0,,,0,,,,,,,
CS,9,215121,023500,75,59,75,6,DD,DDDD,DDDD,1,0,0,,0,03,202151210000,,3,0,,,0,,,,,,,
CS,9,215121,031600,75,59,75,3,DD,DDDD,DDDD,1,0,0,,0,03,202151210000,,3,0,,,0,,,,,,,
CS,9,215121,024100,75,59,75,4,DD,DDDD,DDDD,1,0,0,,0,03,202151210000,,3,0,,,0,,,,,,,
CS,7,215121,222100,75,59,75,6,DD,DDDD,DDDD,1,0,0,,0,03,202151210000,,3,0,,,0,,,,,,,
CS,9,215121,831000,75,59,75,8,DD,DDDD,DDDD,1,0,0,,0,03,202151210000,,3,0,,,0,,,,,,,
CS,9,215121,021200,75,59,75,3,DD,DDDD,DDDD,1,0,0,,0,03,202151210000,,3,0,,,0,,,,,,,
CS,7,215121,222300,75,59,75,6,DD,DDDD,DDDD,1,0,0,,0,03,202151210000,,3,0,,,0,,,,,,,
CS,9,215121,028700,75,59,75,12,DD,DDDD,DDDD,1,0,0,,0,03,202151210000,,3,0,,,0,,,,,,,
CS,7,215121,031700,75,59,75,3,DD,DDDD,DDDD,1,0,0,,0,03,202151210000,,3,0,,,0,,,,,,,
CS,7,215121,220600,75,59,75,1,DD,DDDD,DDDD,1,0,0,,0,03,202151210000,,3,0,,,0,,,,,,,
CS,9,215121,751400,75,59,75,5,DD,DDDD,DDDD,1,0,0,,0,03,202151210000,,3,0,,,0,,,,,,,
CS,9,215121,029800,75,59,75,3,DD,DDDD,DDDD,1,0,0,,0,03,202151210000,,3,0,,,0,,,,,,,
CS,7,215121,222000,75,59,75,3,DD,DDDD,DDDD,1,0,0,,0,03,202151210000,,3,0,,,0,,,,,,,
CS,9,215121,025400,75,59,75,3,DD,DDDD,DDDD,1,0,0,,0,03,202151210000,,3,0,,,0,,,,,,,
CS,7,215121,221800,75,59,75,3,DD,DDDD,DDDD,1,0,0,,0,03,202151210000,,3,0,,,0,,,,,,,
CS,9,215121,038000,75,59,75,6,DD,DDDD,DDDD,1,0,0,,0,03,202151210000,,3,0,,,0,,,,,,,
CS,7,215121,220000,75,59,75,2,DD,DDDD,DDDD,1,0,0,,0,03,202151210000,,3,0,,,0,,,,,,,
CS,7,215121,220500,75,59,75,4,DD,DDDD,DDDD,1,0,0,,0,03,202151210000,,3,0,,,0,,,,,,,
CS,9,215121,751300,75,59,75,3,DD,DDDD,DDDD,1,0,0,,0,03,202151210000,,3,0,,,0,,,,,,,
CS,9,215121,028200,75,59,75,6,DD,DDDD,DDDD,1,0,0,,0,03,202151210000,,3,0,,,0,,,,,,,
CS,7,215121,221400,75,59,75,3,DD,DDDD,DDDD,1,0,0,,0,03,202151210000,,3,0,,,0,,,,,,,
